brand,categories,cashback,tier_rates,upsized,url
Savoy Dubai,Accommodation,6% Cashback,,,https://www.topcashback.com.au/savoy-dubai/
Scarosso,Fashion,8% Cashback,,,https://www.topcashback.com.au/scarosso/
Scent Australia Home,Fragrances; Health and Beauty; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/scent-australia-home/
Scent Box,Fragrances; Health and Beauty,$10 Cashback,,,https://www.topcashback.com.au/scent-box/
Schots Home Emporium,Furniture; Home and Garden,Up to 10% Cashback,Schots Branded Items (SKU starts with KA): 10%; All Other Purchases: 3%,,https://www.topcashback.com.au/schots-home-emporium/
Science Research Wellness (NZ),Health and Beauty,Up to 8% Cashback,New Customers: 8%; Existing customers: 6%,,https://www.topcashback.com.au/science-research-wellness-nz/
Sea Life Kelly Tarltons (NZ),Experiences,2% Cashback,,,https://www.topcashback.com.au/sea-life-kelly-tarltons-nz/
Sea Life Melbourne,Experiences,2% Cashback,,,https://www.topcashback.com.au/sea-life-melbourne/
Sea Life Sunshine Coast,Experiences,2% Cashback,,,https://www.topcashback.com.au/sea-life-sunshine-coast/
Sea Life Sydney,Experiences; Holidays,2% Cashback,,,https://www.topcashback.com.au/sea-life-sydney/
Secret Bottle,Alcohol; Food and Drinks,8% Cashback,,,https://www.topcashback.com.au/secret-bottle/
Seek & Ramble,Furniture; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/seek-and-ramble/
Segway Official,Cars and Bikes,3% Cashback,,,https://www.topcashback.com.au/segway/
Sennheiser,Electricals; Home and Garden,15% Cashback,,yes,https://www.topcashback.com.au/sennheiser/
Senser,Fashion,2% Cashback,,,https://www.topcashback.com.au/senser/
Sephora,Health and Beauty,Up to 10% Cashback,New Customers: 10%; Existing Customers: 2%,,https://www.topcashback.com.au/sephora/
SharkNinja,Home and Garden,8% Cashback,,,https://www.topcashback.com.au/shark-ninja/
Sheet Society,Furniture; Home and Garden,Up to 5% Cashback,New Customers: 5%; Existing Customers: 2.5%,,https://www.topcashback.com.au/sheet-society/
Sheike,Accessories; Fashion,Up to 6% Cashback,New Customers (full price items): 6%; Existing Customers: 2%; Sale Items: 2%,,https://www.topcashback.com.au/sheike/
SHEIN,Accessories; Footwear; Jewellery; Kidswear; Lingerie; Fashion; Menswear,Up to 20% Cashback,New SHEIN Customers: 20%; Existing SHEIN Customers: 5%,yes,https://www.topcashback.com.au/shein/
Sheridan,Diy; Furniture; Interior Decor; Luxury; Home and Garden,Up to 8% Cashback,New Customers: 8%; Existing Customers: 4%,,https://www.topcashback.com.au/sheridan/
Sheridan Outlet,Diy; Furniture; Interior Decor; Luxury; More Shopping; Home and Garden,Up to 6% Cashback,New Customers: 6%; Existing Customers: 3%,,https://www.topcashback.com.au/sheridan-outlet/
Shhh Silk,Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/shhh-silk/
SHIELS,Gifts; Luxury,Up to 8% Cashback,New Customers: 8%; Existing Customers: 4%,,https://www.topcashback.com.au/shiels/
Shine On (NZ),Fashion,Up to 12% Cashback,New Customers: 12%; Existing Customers: 3%,,https://www.topcashback.com.au/shine-on-nz/
Shoe Warehouse,Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/shoe-warehouse/
Shoes & Sox,Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/shoes-and-sox/
Shopnova,Accessories,10% Cashback,,,https://www.topcashback.com.au/shopnova/
Shopzero,Electricals; Health and Beauty; Marketplace; Fashion; Home and Garden,Up to 7% Cashback,Online Purchase- Electronics & Office: 4%; Online Purchase - Apple Products: 2%; Online Purchase - all other purchases: 7%,,https://www.topcashback.com.au/shopzero/
Short Story,Accessories; Gifts; Fashion; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/short-story/
Showpo,Accessories; Fashion,Up to 6% Cashback,New Customers (full price items): 6%; Existing Customers (full price items): 4%; Sale Items: 4%; Listed Coupon Use: 2%,,https://www.topcashback.com.au/showpo/
Significant Other,Fashion,3% Cashback,,,https://www.topcashback.com.au/significant-other/
SilkSilky,Fashion,10% Cashback,,,https://www.topcashback.com.au/silksilky/
Simply Sensitivity Checks,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/simply-sensitivity-checks/
Simply Wholesale,Food and Drinks,Up to 10% Cashback,Online Purchase with a voucher code: 10%; Online Purchase: 5%,,https://www.topcashback.com.au/simply-wholesale/
SIN Eyewear,Accessories; Eyecare; Health and Beauty,Up to 8% Cashback,New Customers (full price items): 8%; New Customers (sale items): 3%; Existing Customers (full price items): 4%; Existing Customers (sale items): 2%,,https://www.topcashback.com.au/sin-eyewear/
Singapore Airlines,Flights,0.5% Cashback,,,https://www.topcashback.com.au/singapore-airlines/
Siren Shoes,Footwear,5% Cashback,,,https://www.topcashback.com.au/siren-shoes/
Sit Back and Relax,Furniture; Interior Decor,4% Cashback,,,https://www.topcashback.com.au/sit-back-and-relax/
Skechers,Footwear; Fashion,Up to 7% Cashback,Full Priced Items: 7%; Sale Items up to 70% off (higher discounts ineligible): 3%,,https://www.topcashback.com.au/skechers/
Skechers (NZ),New Zealand Brands,Up to 5% Cashback,Full Price Items: 5%; Sale Items (see terms): 3%,,https://www.topcashback.com.au/skechers-nz/
Skin Virtue,Body and Hair; Health and Beauty,Up to 8% Cashback,Online Purchase - New Customer: 8%; Online Purchase - Existing Customer: 6%,,https://www.topcashback.com.au/skin-virtue/
SkinCeuticals,Body and Hair; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/skinceuticals/
Skyscanner,Accommodation; Car Hire; Flights,Up to 6% Cashback,"Flights: $8; Hotel Bookings (valid only for bookings via Trip.com, Agoda, Expedia): 6%; Car Rentals (valid only for rentals via VIPCars, HolidayAutos, Discover Cars, Rentalcars): 5%",,https://www.topcashback.com.au/skyscanner/
Slam Jam,Accessories,Up to 6% Cashback,Online Purchase (New Customers Only): 6%; Listed Coupon Use (New Customers Only): 4%,,https://www.topcashback.com.au/slam-jam/
Sleep and Beyond,Furniture; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/sleep-and-beyond/
Sleep Firm,Furniture; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/sleep-firm/
Sleep Republic,Furniture; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/sleep-republic/
Sleeperz Hotels,Accommodation,3% Cashback,,,https://www.topcashback.com.au/sleeperz-hotels/
Sleeping Giant,Furniture; Interior Decor; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/sleeping-giant/
Smart Buy Glasses (NZ),New Zealand Brands,Up to 6% Cashback,Contact Lenses: 4%; Glasses: 6%,,https://www.topcashback.com.au/smart-buy-glasses-nz/
SmileDirectClub,Cosmetics; Health and Beauty,Up to $50 Cashback,Schedule Scan Booking: $10; Kit Purchase: $10; Aligner Purchase Follwing Kit or Scan: $50,,https://www.topcashback.com.au/smiledirectclub/
Smooth Sales,Marketplace,0.5% Cashback,,,https://www.topcashback.com.au/smooth-sales/
Snap Rentals (NZ),New Zealand Brands,6.5% Cashback,,,https://www.topcashback.com.au/snap-rentals-nz/
Snooze,Furniture; Home and Garden,2% Cashback,,,https://www.topcashback.com.au/snooze/
Snowgoose,Food; Food and Drinks,10% Cashback,,,https://www.topcashback.com.au/snowgoose/
Sol Sana,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/sol-sana/
Solbari,Accessories; Fashion; Menswear,8% Cashback,,,https://www.topcashback.com.au/solbari/
Sonos,Electricals; Home and Garden,Up to 3% Cashback,New Products (new customers): 3%; New Products (existing customers): 1%; Refurbished Products (new customers): 1.5%; Refurbished Products (existing customers): 0.5%,,https://www.topcashback.com.au/sonos/
Sony,Electricals; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/sony/
Soundcore,Electricals; Home and Garden,7% Cashback,,,https://www.topcashback.com.au/soundcore/
Southern Cross Travel Insurance,Insurance; Landlord Insurance,7% Cashback,,,https://www.topcashback.com.au/southern-cross-travel-insurance/
Space General (NZ),Diy; Furniture; Interior Decor; New Zealand Brands,10% Cashback,,,https://www.topcashback.com.au/space-general-nz/
Spacetalk Watch,Delivery Services; Electricals; Mobile Phones; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/spacetalk-watch/
Specsavers,Body and Hair; Eyecare; Health and Beauty,Up to 18% Cashback,New Customers (contact lenses only): 18%; Existing Customers (contact lenses only): 6%,yes,https://www.topcashback.com.au/specsavers/
Specsavers (NZ),Health and Beauty,Up to 6% Cashback,Existing Customers (contact lenses only): 2%; New Customers (contact lenses only): 6%,yes,https://www.topcashback.com.au/specsavers-nz/
Speedo,Activewear; Accessories; Cyclingtest; Fashion; Menswear,Up to 5% Cashback,Full Priced Items: 5%; Sale Items: 3%,,https://www.topcashback.com.au/speedo/
Spicers Retreats,Accommodation; Holidays,6% Cashback,,,https://www.topcashback.com.au/spicers-retreats/
Sports Direct,Activewear,Up to 4% Cashback,Online Purchase - Full Price: 4%; Online Purchase - Sale Price: 2%,yes,https://www.topcashback.com.au/sports-direct/
Sportscraft,Fashion,5% Cashback,,,https://www.topcashback.com.au/sportscraft/
Spotlight,Furniture; Interior Decor; Home and Garden,5% Cashback,,yes,https://www.topcashback.com.au/spotlight/
SSS Hair,Body and Hair; Health and Beauty,6% Cashback,,,https://www.topcashback.com.au/sss-hair/
St Frock,Fashion,5% Cashback,,,https://www.topcashback.com.au/stfrock/
Stadium Goods,Footwear; Fashion,5% Cashback,,,https://www.topcashback.com.au/stadium-goods/
Star RV,Accommodation; Car Hire; Holidays,5% Cashback,,,https://www.topcashback.com.au/star-rv/
Stayz,Holidays,8% Cashback,,,https://www.topcashback.com.au/stayz/
Step One,Lingerie; Fashion,Up to 5% Cashback,New Customer: 5%; Existing Customer: 3%,,https://www.topcashback.com.au/step-one/
Stiksen,Accessories,20% Cashback,,,https://www.topcashback.com.au/stiksen/
STRAAND,Body and Hair; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/straand/
Strand,Accessories; Cyclingtest; Fashion,Up to 5% Cashback,New Customers: 5%; Existing Customers: 3%,,https://www.topcashback.com.au/strand/
StrawberryNet,Body and Hair; Cosmetics; Fragrances; Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/strawberrynet/
Stress Free Car Rental,Car Hire,Up to 50% Cashback,"Car Rental (partial prepayment value only, see terms): 50%; Add Ons (partial prepayment value only, see terms): 15%",,https://www.topcashback.com.au/stress-free-car-rental/
Stuart Weitzman,Footwear; Fashion,7% Cashback,,,https://www.topcashback.com.au/stuart-weitzman/
Stuhrling,Jewellery; Fashion,5% Cashback,,,https://www.topcashback.com.au/stuhrling/
Stylerunner,Activewear; Accessories; Footwear; Health and Beauty; Fashion,Up to 3% Cashback,Full Price Items: 3%; Sale Items: 1%,,https://www.topcashback.com.au/stylerunner/
Stylerunner (NZ),New Zealand Brands,Up to 5% Cashback,Full Price Items: 5%; Sale Items: 1%,,https://www.topcashback.com.au/stylerunner-nz/
Styletread,Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/styletread/
Stylevana,Body and Hair; Cosmetics; Health and Beauty,Up to 10% Cashback,New Customers: 10%; Existing Customers: 5%,,https://www.topcashback.com.au/stylevana/
Suboo,Fashion,10% Cashback,,,https://www.topcashback.com.au/suboo/
SUBTYPE,Footwear; Fashion,Up to 8% Cashback,Sale Items up to 70% off (higher discounts ineligible): 4%; Full Price Items: 8%,,https://www.topcashback.com.au/subtype/
Sundae Body,Body and Hair; Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/sundae-body/
Sunglass Hut,Luxury; Fashion; More Shopping; Menswear,Up to 8% Cashback,Online Purchase (excluding Meta Products): 8%; Meta Products Only: 6%,,https://www.topcashback.com.au/sunglass-hut/
Sunwarrior,Health and Beauty; Nutrition and Supplements,6% Cashback,,,https://www.topcashback.com.au/sunwarrior/
Super Sleeper Pro,Furniture; Interior Decor; Home and Garden,Up to 5% Cashback,New Customers: 5%; Existing Customers: 3%,,https://www.topcashback.com.au/super-sleeper-pro/
Superdry,Accessories; Cyclingtest; Footwear; Fashion; Menswear,4% Cashback,,,https://www.topcashback.com.au/superdry/
Superspares,Cars and Bikes,5% Cashback,,,https://www.topcashback.com.au/superspares/
Supplement Mart,Health and Beauty; Nutrition and Supplements,4% Cashback,,,https://www.topcashback.com.au/supplement-mart/
Supre,Accessories; Fashion,13% Cashback,,yes,https://www.topcashback.com.au/supre/
Surf Dive 'n Ski,Fashion,8.4% Cashback,,,https://www.topcashback.com.au/surf-dive-n-ski/
Surfshark,Credit Rating; More Shopping,100% Cashback,,yes,https://www.topcashback.com.au/surfshark/
SurfStitch,Accessories; Fashion,4% Cashback,,,https://www.topcashback.com.au/surfstitch/
Sussan,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/sussan/
Swarovski,Accessories; Cyclingtest; Gifts; Jewellery; Luxury; Fashion; More Shopping,10% Cashback,,yes,https://www.topcashback.com.au/swarovski/
Sweat,Activewear; Health and Beauty,Up to $15 Cashback,New Annual Membership: $15; New Monthly Membership: $5,,https://www.topcashback.com.au/sweat/
SWIISH,Health and Beauty; Nutrition and Supplements,10% Cashback,,,https://www.topcashback.com.au/swiish/
Sydney Tower Eye,Experiences,2% Cashback,,,https://www.topcashback.com.au/sydney-tower-eye/
T2 Tea,Food and Drinks,6% Cashback,,,https://www.topcashback.com.au/t2-tea/
T2 Tea (NZ),New Zealand Brands,6% Cashback,,,https://www.topcashback.com.au/t2-tea-nz/
TakeMeTour,Holidays,8% Cashback,,,https://www.topcashback.com.au/takemetour/
Taking Shape,Accessories; Footwear; Lingerie; Fashion,Up to 8% Cashback,New Customers: 8%; Existing Customers: 5%,,https://www.topcashback.com.au/taking-shape/
Tangerine,Contracts and PAYG; Mobile Phones,15% Cashback,,,https://www.topcashback.com.au/tangerine/
Tantaly,Lingerie; Fashion,10% Cashback,,,https://www.topcashback.com.au/tantaly/
Taobao,Electricals; Furniture; Home Appliances; Interior Decor; Home and Garden,5.2% Cashback,,,https://www.topcashback.com.au/taobao/
Target,Accessories; Garden; Footwear; Interior Decor; Kidswear; Lingerie; Fashion; Home and Garden; Menswear,2.5% Cashback,,,https://www.topcashback.com.au/target/
Tarocash,Fashion; Menswear,Up to 5% Cashback,Full Price Items: 5%; Sale Items: 2%,,https://www.topcashback.com.au/tarocash/
Tarocash (NZ),Fashion; New Zealand Brands,Up to 5% Cashback,Full Price Items: 5%; Sale Items: 3%,,https://www.topcashback.com.au/tarocash-nz/
Taylor & Hart,Jewellery; Fashion,3% Cashback,,,https://www.topcashback.com.au/taylor-and-hart/
tbh Skincare,Body and Hair; Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/tbh-skincare/
Ted Baker,Accessories; Footwear,7% Cashback,,,https://www.topcashback.com.au/ted-baker/
Tefal,Electricals; Home Appliances; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/tefal/
Telechoice,Contracts and PAYG; Mobile Phones,Up to $25 Cashback,Refurbished Handsets: $25; New Handsets: $15; Handsets on Plans: $10; Prepaid Plans: $10; SIM Only Plans: $10; Accessories: $10; Phones on Plans: $10; Modems: $5,,https://www.topcashback.com.au/telechoice/
Temple & Webster,Furniture; Home and Garden,Up to 5% Cashback,Existing Customers: 1%; New Customers: 5%,,https://www.topcashback.com.au/temple-and-webster/
TEMU,Credit Rating; Marketplace; More Shopping,Up to 20% Cashback,New TEMU Customers ($120 cashback cap per order): 20%; Existing TEMU Customers ($120 cashback cap per order): 5%,,https://www.topcashback.com.au/temu/
Teva,Footwear; Fashion,Up to 10% Cashback,Sale Items: 6%; Full Priced Items: 10%,yes,https://www.topcashback.com.au/teva/
The Athlete's Foot,Footwear; Fashion,Up to 5% Cashback,Full Price Items: 5%; Sale Items up to 70% off (higher discounts ineligible): 3%,,https://www.topcashback.com.au/the-athletes-foot/
The Aussie Man,Body and Hair; Cosmetics; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/the-aussie-man/
The Australian Organic,Body and Hair; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/the-australian-organic/
The Australian Wine,Alcohol; Food and Drinks,Up to 10% Cashback,Existing Customers: 8%; New Customers: 10%; Existing Customers: 6%,yes,https://www.topcashback.com.au/the-australian-wine/
The Ayurveda Experience,Cosmetics; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/the-ayurveda-experience/
The Baby Gift Company,Gifts,5% Cashback,,,https://www.topcashback.com.au/the-baby-gift-company/
The Beach People,Interior Decor; Fashion; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/the-beach-people/
The Beauty Chef,Health and Beauty; Nutrition and Supplements,Up to 7% Cashback,New Customers: 7%; Existing Customers: 5%,,https://www.topcashback.com.au/the-beauty-chef/
The Body Shop,Body and Hair; Fragrances; Health and Beauty,4% Cashback,,,https://www.topcashback.com.au/the-body-shop/
The Business Fashion,Fashion,8% Cashback,,,https://www.topcashback.com.au/the-business-fashion/
The Collagen Co,Health and Beauty,Up to 3.5% Cashback,New Customers: 3.5%; Existing Customers: 1%,,https://www.topcashback.com.au/the-collagen-co/
The Daily Edited,Fashion,15% Cashback,,,https://www.topcashback.com.au/the-daily-edited/
The Double F,Kidswear; Fashion,Up to 10% Cashback,New Customers (full price items): 10%; New Customers (sale items): 6%; Existing Customers (full price items): 8%; Existing Customers (sale items): 5%,,https://www.topcashback.com.au/the-double-f/
The Fast 800,Food; Food and Drinks; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/the-fast-800/
The Good Guys,Electricals; Home Appliances; Laptops and Computers; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/the-good-guys/
The Gut Cø,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/the-gut-co/
The Healthy Mummy,Food; Food and Drinks; Health and Beauty,7.5% Cashback,,,https://www.topcashback.com.au/the-healthy-mummy/
The Hut,Fragrances; Footwear; Furniture; Home Appliances; Jewellery; Interior Decor; Kidswear; Health and Beauty; Fashion; Home and Garden,Up to 8% Cashback,Electricals and Technology: 1%; Toys: 2%; Purchase with Vouchercode: 2%; Homeware Purchase: 6%; Other Existing Customer Purchase: 5%; Other New Customer Purchase: 8%,,https://www.topcashback.com.au/the-hut/
THE ICONIC,Accessories; Cyclingtest; Footwear; Fashion; Menswear,Up to 6% Cashback,New Customers via THE ICONIC App: 6%; New Customers via THE ICONIC Website: 5%; Existing Customers via THE ICONIC App: 2%; Existing Customers via THE ICONIC Website: 1%,,https://www.topcashback.com.au/the-iconic/
The Ironclad Co,Home Appliances; Home and Garden,7.5% Cashback,,,https://www.topcashback.com.au/the-ironclad-co/
The Jojoba Company,Body and Hair; Gifts; Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/the-jojoba-company/
The Lady Shake,Health and Beauty; Nutrition and Supplements,Up to 7% Cashback,New Customers: 7%; Existing Customers: 3%,,https://www.topcashback.com.au/the-lady-shake/
The Man Shake,Health and Beauty; Nutrition and Supplements,Up to 7% Cashback,New Customers: 7%; Existing Customers: 3%,,https://www.topcashback.com.au/the-man-shake/
The Natural Transformer,Fitness; Health and Beauty,Up to 10% Cashback,Online Purchase - New Customer: 10%; Online Purchase - Existing Customer: 5%,,https://www.topcashback.com.au/the-natural-transformer/
The North Face,Activewear; Cyclingtest; Footwear; Fashion,12% Cashback,,yes,https://www.topcashback.com.au/the-north-face/
The Oodie,Kidswear; Fashion; Menswear,Up to 8% Cashback,Orders over $100: 8%; Orders up to $100: 3%,,https://www.topcashback.com.au/the-oodie/
The Organic Skin Co,Body and Hair; Health and Beauty,12% Cashback,,,https://www.topcashback.com.au/the-organic-skin-co/
The Outlet (NZ),Footwear; Fashion,8% Cashback,,,https://www.topcashback.com.au/the-outlet-nz/
The Outnet,Fashion,3% Cashback,,,https://www.topcashback.com.au/the-outnet/
The Personalised Gift Shop,Gifts,10% Cashback,,,https://www.topcashback.com.au/the-personalised-gift-shop/
The Somewhere Co.,Fashion,Up to 7% Cashback,New Customers: 7%; Existing Customers: 2%,,https://www.topcashback.com.au/the-somewhere-co/
The Stubby Club,Accessories; Gifts; Fashion,8% Cashback,,,https://www.topcashback.com.au/the-stubby-club/
The Trybe,Activewear; Accessories; Footwear; Kidswear; Fashion,Up to 3% Cashback,Online Purchase: 3%; Use of Listed Coupon: 1.5%,,https://www.topcashback.com.au/the-trybe/
The UGG Shop,Footwear; Fashion,10% Cashback,,,https://www.topcashback.com.au/the-ugg-shop/
The Well Store,Body and Hair; Cosmetics; Health and Beauty,7% Cashback,,,https://www.topcashback.com.au/the-well-store/
The Whisky Club,Alcohol; Food and Drinks,$15 Cashback,,,https://www.topcashback.com.au/the-whisky-club/
The Wine Collective,Alcohol; Food and Drinks,Up to 10% Cashback,New Customers: 10%; Existing Customers: 4%,,https://www.topcashback.com.au/the-wine-collective/
The WOD Life,Health and Beauty,3% Cashback,,,https://www.topcashback.com.au/the-wod-life/
Therabody,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/therabody/
Thomas Sabo,Jewellery,Up to 8% Cashback,New Customers: 8%; Existing Customers: 6%,,https://www.topcashback.com.au/thomas-sabo/
Thrill Experiences,Experiences,5% Cashback,,,https://www.topcashback.com.au/thrill-experiences/
Tick Travel Insurance,Insurance; Landlord Insurance; More Shopping,8% Cashback,,,https://www.topcashback.com.au/tick-travel-insurance/
Ticket Merchant,Experiences,9% Cashback,,,https://www.topcashback.com.au/ticket-merchant/
Ticketek,Experiences; Credit Rating; More Shopping,$1 Cashback,,,https://www.topcashback.com.au/ticketek/
Ticombo,Experiences,7% Cashback,,,https://www.topcashback.com.au/ticombo/
Timberland,Footwear; Fashion,Up to 8% Cashback,Full Price Items: 8%; Sale Items up to 70% off (higher discounts ineligible): 4%,,https://www.topcashback.com.au/timberland/
Tineco,Electricals; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/tineco/
TKEES,Footwear,10% Cashback,,,https://www.topcashback.com.au/tkees/
Tommy Hilfiger,Kidswear; Fashion; Menswear,3% Cashback,,,https://www.topcashback.com.au/tommy-hilfiger/
Tommy Hilfiger (NZ),Kidswear; Fashion; New Zealand Brands,3% Cashback,,,https://www.topcashback.com.au/tommy-hilfiger-nz/
TOMS,Footwear; Fashion,Up to 8% Cashback,New Customers: 8%; Existing Customer: 5%,,https://www.topcashback.com.au/toms/
Tony Bianco,Footwear; Fashion,5% Cashback,,,https://www.topcashback.com.au/tony-bianco/
Tools.com,Cars and Bikes,3% Cashback,,,https://www.topcashback.com.au/tools/
TopCashback Gift Cards,Gifts; Credit Rating; More Shopping,Up to 27% Cashback,,,https://www.topcashback.com.au/topcashback-gift-cardsau/
TORRAS,Electricals; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/torras/
Torro,Accessories; Mobile Accessories; Mobile Phones,10% Cashback,,,https://www.topcashback.com.au/torro/
Toymate,Books Magazines; Gifts; Kidswear; Fashion; More Shopping,7% Cashback,,,https://www.topcashback.com.au/toymate/
Travala.com,Holidays,Up to 5.5% Cashback,Hotels (new customers): 5.5%; Hotels (existing cutomers): 5%; Activities (new customers): 5.5%; Activities (existing cutomers): 5%; Flights (new customers): 4.5%; Flights (existing customers): 4%; Car Rental (new customers): 5.5%; Car Rental (existing cutomers): 5%,,https://www.topcashback.com.au/travala/
Travel Protect Insurance,Insurance; Landlord Insurance,18% Cashback,,,https://www.topcashback.com.au/travel-protect-insurance/
Traveloka,Accommodation; Experiences; Flights; Holidays,Up to 22% Cashback,Activities: 4.5%; Disneyland & Universal Studios Tickets: 1%; International Flights: 1%; eSIMs: 22%; Hotels: 10%; Domestic Flights: 0.45%,yes,https://www.topcashback.com.au/traveloka/
TreatMe (NZ),Experiences,Up to 4% Cashback,Local Deals: 4%; Travel Deals: 2%,,https://www.topcashback.com.au/treatme-nz/
Trip.com,Accommodation; Flights; Holidays,Up to 5.5% Cashback,Hotels: 5.5%; Car Rentals: 5%; Airport Transfers: 5%; Tours & Activities: 5%; Cruises: 4%; Attraction Tickets: 2.5%; Bundles (Flight + Hotel): 2.5%; Trains: 2%; Flights (excluding Domestic China): 1%; eSims: 1%; Domestic China Flights: $0.45,,https://www.topcashback.com.au/trip/
Tripadvisor Experiences,Experiences,4% Cashback,,,https://www.topcashback.com.au/tripadvisor-experiences/
Triumph,Lingerie; Fashion,10% Cashback,,,https://www.topcashback.com.au/triumph/
Trivago,Accommodation,$0.33 Cashback,,,https://www.topcashback.com.au/trivago/
Tropeaka,Health and Beauty; Nutrition and Supplements,6% Cashback,,,https://www.topcashback.com.au/tropeaka/
Tsar Bomba Watches,Jewellery; Fashion,10% Cashback,,,https://www.topcashback.com.au/tsar-bomba-watches/
Tuiss Blinds Online,Interior Decor; Home and Garden,2% Cashback,,,https://www.topcashback.com.au/blinds-online/
Tumi,Accessories; Fashion,3% Cashback,,,https://www.topcashback.com.au/tumi/
Turkish Airlines,Flights,2% Cashback,,,https://www.topcashback.com.au/turkish-airlines/
Twenty8,Body and Hair; Health and Beauty,15% Cashback,,,https://www.topcashback.com.au/twenty8/
TWOPAGES,Furniture,Up to 11% Cashback,New Customers: 11%; Existing Customers: 10%,,https://www.topcashback.com.au/twopages/
TWYG Skincare,Cosmetics; Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/twyg-skincare/
Typo,Gifts; Interior Decor; Home and Garden,Up to 8% Cashback,New Customer: 8%; Existing Customer: 4%,,https://www.topcashback.com.au/typo/
Tyroola,Cars and Bikes,2% Cashback,,,https://www.topcashback.com.au/tyroola/
Uber Eats,Food; Food and Drinks,Up to $12 Cashback,New Customers: $12; Existing Customers: $0.40,,https://www.topcashback.com.au/uber-eats/
Uber Eats Delivery Driver,Food and Drinks,$100 Cashback,,,https://www.topcashback.com.au/uber-eats-delivery-driver/
Ubuy,Activewear; Body and Hair; Contracts and PAYG; Accessories; Electricals; Home Appliances; Health and Beauty; Marketplace; Mobile Phones; Fashion; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/ubuy/
UFC,Activewear,Up to 5% Cashback,Online Purchase - Full Price Items: 5%; Online Purchase - Sale Items: 2%,,https://www.topcashback.com.au/ufc/
UGG,Footwear; Fashion; Menswear,8% Cashback,,yes,https://www.topcashback.com.au/ugg/
UGG Express,Footwear; Fashion,Up to 14% Cashback,Full Price Items: 14%; Sale Items: 4%,yes,https://www.topcashback.com.au/ugg-express/
Ugreen,Electricals; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/ugreen/
Ulike,Body and Hair; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/ulike/
Ultra Human,Delivery Services,7% Cashback,,,https://www.topcashback.com.au/ultra-human/
Ultra Violette,Cosmetics; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/ultra-violette/
Ultraceuticals,Cosmetics; Eyecare; Health and Beauty; Fashion,7% Cashback,,,https://www.topcashback.com.au/ultraceuticals/
Ultraceuticals (NZ),Cosmetics; Eyecare; Health and Beauty,7% Cashback,,,https://www.topcashback.com.au/ultraceuticals-nz/
Umall,Food; Food and Drinks,7% Cashback,,,https://www.topcashback.com.au/umall/
Umbro,Activewear; Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/umbro/
Under Armour,Activewear; Accessories; Cyclingtest; Footwear; Kidswear; Fashion; Menswear,25% Cashback,,yes,https://www.topcashback.com.au/under-armour/
Une Piece,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/une-piece/
UNice,Fragrances; Health and Beauty; Luxury,6% Cashback,,,https://www.topcashback.com.au/unice/
UNOVINO,Alcohol; Food and Drinks,Up to 12.5% Cashback,Spend under $250: 7.5%; Spend between $240.01 and $500: 10%; Spend over $500: 12.5%,,https://www.topcashback.com.au/unovino/
UPPAbaby,Kidswear; Fashion,Up to 10% Cashback,Any Coupon used or Sale items: 5%; Online Purchase - Return Customer: 8%; Online Purchase - New Customer: 10%,,https://www.topcashback.com.au/uppababy/
